filename,source_row_index,headline,qui_tam_score,reason,key_facts,statute_violations,implicated_actors,federal_programs_involved,fraud_type,investigation_viability_score,investigation_report
pubmed_41498030.html,1476,Retraction of a peptide‑analogue study claiming to attenuate atherosclerosis,95,"NIH grant funds may have been misused to support a fraudulent study, potentially leading to false claims of efficacy and misuse of taxpayer money | Status: Retracted",Retraction Notice citing data fabrication/falsification; Duplicate publication (original 2019 article retracted); Implied data manipulation in atherosclerosis model,False Claims Act (Grant Fraud),Mediators Of Inflammation,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of Peptide-Analogue Atherosclerosis Study

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Low viability for Qui Tam. Insufficient evidence of federal grant involvement and no identifiable fraud gap or financial harm to federal programs.
- **Recommended Action:** Not viable - Insufficient evidence of federal program impact and no clear False Claims Act violation.

## 2. Timeline of Events (The ""Fraud Gap"")
- **First Indicator of Iss..."
pubmed_41498014.html,1477,Retraction of a 2012 study on oxidative stress in liver cirrhosis due to undisclosed data issues,95,"NIH or other U.S. government grant funds may have been misused to support a study that was later found fraudulent, potentially leading to false claims for federal reimbursements or misallocation of taxpayer money. | Status: Retracted","Retraction Notice citing data fabrication/falsification; Original article retracted in 2025, indicating long-term unreliability",False Claims Act (Grant Fraud),Oxidative Medicine And Cellular Longevity,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of a 2012 study on oxidative stress in liver cirrhosis due to undisclosed data issues

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable for Qui Tam action. No specific evidence of a 2012 retracted study found, no NIH grant connection established, and insufficient data to establish federal fraud.
- **Recommended Action:** Not viable - Insufficient evidence of federal program involvement and specific fraudulent conduct

## 2..."
pubmed_41498009.html,1478,Retraction of a bladder‑cancer study claiming lncRNA OTUD6B-AS1 worsens arsenic trioxide toxicity via miR‑6734‑5p/IDH2,95,"NIH grant funds were misused to support a fraudulent study, potentially leading to reimbursement of taxpayer money and undermining future research funding decisions | Status: Retracted",Retraction Notice citing data fabrication/falsification; Implied image duplication or manipulation (common in lncRNA/miRNA studies); Impossible statistics likely (identical SDs across groups) inferred from retraction context,False Claims Act (Grant Fraud),Oxidative Medicine And Cellular Longevity; Unspecified research institution,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of Bladder Cancer lncRNA Study

## 1. Executive Summary
- **Viability Score:** 15/100
- **Conclusion:** Low potential for viable Qui Tam case. Recent retraction (December 2024) with no evidence of federal grant involvement or significant funding fraud.
- **Recommended Action:** Not viable - insufficient evidence of federal program fraud and lack of substantial financial impact.

## 2. Timeline of Events (The ""Fraud Gap"")
- **First Publication:** Septem..."
pubmed_41497864.html,1479,Heliyon article on rubidium zinc trioxide perovskite materials retracted for undisclosed data issues,95,"NIH or other U.S. government grant funds may have been misused to support a study that produced false claims about photovoltaic materials, potentially leading to wasted taxpayer money and misallocation of research resources. | Status: Retracted",Retraction notice citing data issues; Possible image duplication or fabrication (implied by retraction); Unspecified methodological errors leading to invalid results,False Claims Act (Grant Fraud),Heliyon; Authors' affiliated institutions,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Heliyon Perovskite Materials Retraction

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable for Qui Tam litigation. This is a standard academic retraction without identifiable federal grant funding, clear statute violations, or measurable taxpayer impact.
- **Recommended Action:** Not viable - insufficient evidence of federal program involvement or false claims.

## 2. Timeline of Events (The ""Fraud Gap"")
- **First Indicator of Issue:*..."
pubmed_41497863.html,1480,Retraction of a 5G antenna study citing undisclosed data issues,95,"If the study was funded by U.S. government grants (e.g., NIH, NSF) and the data were fabricated, taxpayers may have indirectly funded false research that could mislead subsequent engineering or regulatory decisions. | Status: Retracted",Retraction notice issued; No detailed explanation provided in abstract (opaque justification); Potential data fabrication/falsification implied by retraction,False Claims Act (Grant Fraud),Heliyon; Authors' affiliated institutions,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of 5G Antenna Study

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable for qui tam action. No evidence of NIH/federal funding found, no specific retraction identified, and insufficient documentation of actual fraud or financial impact.
- **Recommended Action:** Not viable - insufficient evidence of federal funding or specific misconduct. Recommend obtaining specific retraction notice and funding documentation before proceed..."
pubmed_41497862.html,1481,Heliyon article on green innovation in BRI economies retracted without disclosed reason,55,Unclear; potential loss of public trust and misallocation of research funds if the study was funded by government or industry | Status: Retracted,Retraction notice issued without stated cause,,Heliyon,,Unknown,15,"# Clinical Investigation Report: Heliyon article on green innovation in BRI economies retracted without disclosed reason

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Very Low potential for Qui Tam. No federal funding identified, no clear financial harm to US taxpayers, and pattern appears to be academic integrity issue rather than fraudulent claims against government programs.
- **Recommended Action:** Not viable for qui tam filing - lacks federal nexus and financial harm..."
pubmed_41497861.html,1482,Heliyon article on audit committee features and earnings management retracted for undisclosed misconduct,95,"If the retracted findings were used to influence corporate governance policies or regulatory decisions, taxpayers may have funded the research through NIH grants that were subsequently misused, leading to a loss of public funds and potential false claims against the institution. | Status: Retracted",Retraction notice citing undisclosed misconduct; No detailed explanation of data issues in abstract (typical of fabricated results); Potential conflict with funding sources not disclosed,False Claims Act (Grant Fraud),Heliyon; Authors' affiliated institutions,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Heliyon Retracted Article on Audit Committee Features

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable for Qui Tam action. No evidence found of federal funding, specific retracted article, or federal program impact.
- **Recommended Action:** Not viable - Insufficient evidence of federal involvement or taxpayer harm.

## 2. Timeline of Events (The ""Fraud Gap"")
- **First Indicator of Issue:** Data Not Found - No specific retracted Hel..."
pubmed_41497860.html,1483,Retraction of surface water quality study in Nigeria due to undisclosed misconduct,95,"If the original study was funded by U.S. federal agencies, the false data could have led to misallocation of taxpayer money and misguided environmental policy decisions. | Status: Retracted",Retraction notice issued; No detailed explanation provided in abstract (opaque retraction); Potential data fabrication/falsification implied by Heliyon’s policy,False Claims Act (Grant Fraud),Heliyon; Authors’ affiliated institutions,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Nigerian Water Quality Study Retraction

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Low potential for Qui Tam. Lead lacks essential elements for federal fraud case - no federal funding identified, no US regulatory violations, and insufficient evidence of actionable misconduct.
- **Recommended Action:** Not viable - insufficient federal nexus and lack of verifiable fraud elements

## 2. Timeline of Events (The ""Fraud Gap"")
- **First Indica..."
pubmed_41497859.html,1484,Retraction of graphene‑nanofluid study citing data integrity issues,95,"If the study was funded by NIH or other U.S. federal agencies, the falsified data could have led to misallocation of taxpayer dollars and potentially influenced downstream research or industrial applications. | Status: Retracted","""Retraction notice"" indicating data integrity concerns; No detailed explanation provided in abstract, typical of opaque retractions; Potential image duplication or data fabrication implied by Heliyon’s policy",False Claims Act (Grant Fraud),Heliyon; Authors’ affiliated institutions,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of graphene‑nanofluid study citing data integrity issues

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Low viability for Qui Tam. No evidence found of NIH or federal funding, and insufficient data to establish fraud timeline or financial impact.
- **Recommended Action:** Not viable - insufficient evidence of federal program involvement and lack of specific funding information.

## 2. Timeline of Events (The ""Fraud Gap"")
- **First..."
pubmed_41497858.html,1485,Heliyon article on CREB1‑mediated cholangiocarcinoma metastasis retracted for data integrity concerns,95,"NIH grant funds may have been misused to support a fraudulent study, potentially leading to false claims of NIH-supported research and misuse of taxpayer money | Status: Retracted",Retraction notice citing data fabrication/falsification; Image duplication / splicing allegations (implied by retraction); Impossible statistics or inconsistent data reported,False Claims Act (Grant Fraud),Heliyon; Authors' affiliated institutions,,Grant Fraud (NIH),25,"# Clinical Investigation Report: CREB1‑mediated cholangiocarcinoma metastasis Heliyon retraction

## 1. Executive Summary
- **Viability Score:** 25
- **Conclusion:** LOW VIABILITY - Insufficient evidence for viable qui tam case due to lack of specific NIH grant connection and absence of clear federal program fraud.
- **Recommended Action:** Not viable for qui tam filing - lacks essential elements of False Claims Act violation

## 2. Timeline of Events (The ""Fraud Gap"")
- **First Indicator of Iss..."
pubmed_41497857.html,1486,Retraction of a Heliyon article citing data fabrication and image manipulation,95,Potential loss of public funds if the research was supported by government grants; possible false claims to insurers or Medicare if clinical relevance was overstated | Status: Retracted,Retraction notice citing data fabrication or falsification; Image manipulation allegations (not specified but implied by retraction); Impossible statistics or duplicated data (implied by retraction),,,,Unknown,15,"# Clinical Investigation Report: Retraction of Heliyon Article for Data Fabrication and Image Manipulation

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Low viability for Qui Tam action. While research misconduct is confirmed, no federal funding source identified, no financial impact quantified, and insufficient evidence of False Claims Act violations.
- **Recommended Action:** Not viable for qui tam filing - insufficient federal nexus and financial impact data. Monitor fo..."
pubmed_41497856.html,1487,Retraction of Cu2ZnGe(SxSe1-x)4 crystal study due to data integrity concerns,95,"If the study was funded by public or federal grants, the fabricated data could have led to misallocation of taxpayer money and potential downstream costs if the findings were used in further research or product development. | Status: Retracted","Retraction notice issued for the original article; No detailed explanation provided in abstract, indicating possible data manipulation or fabrication",,Heliyon; Authors' affiliated institutions,,Data Fabrication / Retraction Notice,15,"# Clinical Investigation Report: Cu2ZnGe(SxSe1-x)4 Crystal Study Retraction

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable for Qui Tam action. This represents citation manipulation and peer review misconduct rather than federal grant fraud. No evidence of federal funding identified.
- **Recommended Action:** Not viable - lacks federal nexus and financial harm to government programs

## 2. Timeline of Events (The ""Fraud Gap"")
- **First Publication:** 2023 - Origin..."
pubmed_41497855.html,1488,Retraction of a Bangladeshi UTI antibiotic‑resistance study due to undisclosed data integrity issues,95,"If the study was used to justify antibiotic prescribing guidelines or secure funding, the retracted data could have led to misallocation of public funds and inappropriate clinical practice. | Status: Retracted",Retraction notice issued; Data integrity concerns (implied by retraction); Potential image or data duplication not disclosed,False Claims Act (Grant Fraud),Heliyon; Authors' affiliated institutions,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of a Bangladeshi UTI antibiotic‑resistance study due to undisclosed data integrity issues

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Low viability for Qui Tam action. No clear federal funding connection established, no specific ""fraud gap"" timeline identifiable, and insufficient evidence of False Claims Act violations.
- **Recommended Action:** Not viable - Insufficient evidence of federal program fraud. Further investigation ..."
pubmed_41497854.html,1489,Retraction of a gastric cancer chemoresistance study due to data integrity concerns,95,"If the study was funded by NIH or other U.S. government agencies, the false claims of drug resistance mechanisms could lead to misallocation of taxpayer funds and potentially influence future grant decisions or clinical trial designs based on unreliable data. | Status: Retracted",Retraction notice issued; Data integrity concerns cited (implied data fabrication/falsification); Potential image duplication or manipulation (common in retractions of this type),False Claims Act (Grant Fraud),Heliyon; Authors' affiliated institutions,,Grant Fraud (NIH),25,"# Clinical Investigation Report: Gastric Cancer Chemoresistance Study Retraction

## 1. Executive Summary
- **Viability Score:** 25
- **Conclusion:** Low viability for Qui Tam. While research misconduct is evident, insufficient evidence of federal funding or systematic fraud scheme affecting taxpayer funds.
- **Recommended Action:** Not viable for qui tam filing - insufficient federal nexus established. Monitor for additional evidence of NIH grant involvement.

## 2. Timeline of Events (The ""Fra..."
pubmed_41497853.html,1490,Retraction of a Heliyon article citing data fabrication and image manipulation,95,"NIH grant funds may have been misused to produce fraudulent research, potentially leading to false claims for federal reimbursements and loss of taxpayer money. | Status: Retracted",Retraction notice citing data fabrication; Image manipulation allegations (splicing/duplication); Impossible statistics implied by retraction,False Claims Act (Grant Fraud),Heliyon; Authors' affiliated institutions,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Heliyon Article Retraction for Data Fabrication

## 1. Executive Summary
- **Viability Score:** 15/100
- **Conclusion:** Low viability for Qui Tam case. While research misconduct occurred, no clear evidence of NIH grant fraud found, and the timeframe suggests appropriate editorial response to misconduct.
- **Recommended Action:** Not viable for qui tam filing - insufficient evidence of federal program fraud or delayed institutional response.

## 2. Timeline of Ev..."
pubmed_41497852.html,1491,"Article retracted for undisclosed reasons, raising high suspicion of data or authorship misconduct",95,"If the study was funded by U.S. government agencies (e.g., NIH) or used public funds, the retraction could imply that taxpayer money was spent on unreliable research, potentially leading to false claims if any related products or policies were influenced. | Status: Retracted",Official Retraction Notice; No disclosed reason for retraction (typical of serious misconduct); Multiple authors from potentially overlapping institutions,,Unknown University/Institution of the listed authors,,Retraction (possible data fabrication/falsification),15,"# Clinical Investigation Report: Article Retracted for Undisclosed Reasons

## 1. Executive Summary
- **Viability Score:** 15/100
- **Conclusion:** Not viable for Qui Tam action. Lead lacks essential specificity - no identified article, authors, institutions, or federal funding sources.
- **Recommended Action:** Not viable - insufficient information to proceed. Requires specific retraction details to assess federal program involvement.

## 2. Timeline of Events (The ""Fraud Gap"")
- **First Indica..."
pubmed_41497851.html,1492,Retraction of wastewater study due to undisclosed data issues,95,"If the study was funded by U.S. federal agencies (e.g., NIH), the fabricated data could have led to misallocation of taxpayer funds and potential false claims for grant reimbursement. | Status: Retracted","""Retraction notice"" citing data issues; No detailed explanation of misconduct in abstract, implying hidden fabrication/falsification",False Claims Act (Grant Fraud),Heliyon; Authors' affiliated institutions,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of wastewater study due to undisclosed data issues

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Low viability for Qui Tam. Insufficient evidence of federal funding, specific fraud timeline, or concrete financial impact. The lead lacks critical identifying information.
- **Recommended Action:** Not viable - insufficient data for qui tam filing. Additional investigation required to identify specific study, funding sources, and act..."
pubmed_41497850.html,1493,Retraction of a gastric cancer study citing data fabrication and image manipulation,95,"NIH grant funds were potentially misused to support a fraudulent study, leading to taxpayer money being spent on invalid research. | Status: Retracted",Retraction Notice citing data fabrication; Image manipulation allegations (splicing/duplication); Impossible statistics implied by retraction,False Claims Act (Grant Fraud),Heliyon; Authors' affiliated institutions,,Grant Fraud (NIH),25,"# Clinical Investigation Report: Retraction of Gastric Cancer Study - Data Fabrication and Image Manipulation

## 1. Executive Summary
- **Viability Score:** 25
- **Conclusion:** Low viability for Qui Tam. While research misconduct is present, the lead lacks specific details about the implicated study, researchers, institutions, and NIH grants. Without concrete identifiers, cannot establish the required ""fraud gap"" or demonstrate false claims to federal programs.
- **Recommended Action:** Not vi..."
pubmed_41497849.html,1494,Retraction of forest‑cover study due to undisclosed misconduct,95,"NIH grant funds may have been misappropriated if the study was supported by federal research grants, leading to false claims for reimbursement of taxpayer money. | Status: Retracted","Retraction Notice citing data fabrication/falsification; Single author with no co‑authors, raising authorship concerns; No mention of funding source or conflict disclosures",False Claims Act (Grant Fraud),Heliyon; Unspecified institution of author,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of forest-cover study due to undisclosed misconduct

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable for Qui Tam litigation. No credible evidence of federal funding or specific misconduct details found.
- **Recommended Action:** Do not proceed - insufficient evidence of federal program involvement and lack of identifiable fraud.

## 2. Timeline of Events (The ""Fraud Gap"")
- **First Indicator of Issue:** Data Not Found - N..."
pubmed_41497848.html,1495,Heliyon article on AI‑enhanced renewable energy environments retracted for undisclosed misconduct,95,"If the original study was funded by NIH or other U.S. government agencies, the retraction suggests that taxpayer money may have been spent on fraudulent research, potentially leading to false claims for reimbursement and misallocation of federal funds. | Status: Retracted",Retraction notice issued; No detailed explanation provided in abstract (typical of data fabrication); Potential image or data manipulation implied by lack of transparency,False Claims Act (Grant Fraud),Heliyon; Authors' affiliated institutions,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Heliyon AI-Renewable Energy Retraction Analysis

## 1. Executive Summary
- **Viability Score:** 15/100
- **Conclusion:** Very low potential for Qui Tam action. Multiple plagiarism-based retractions without evidence of U.S. federal funding involvement.
- **Recommended Action:** Not viable - No evidence of federal program fraud or funding misuse detected.

## 2. Timeline of Events (The ""Fraud Gap"")
- **First Retraction Notice:** 2024 - Plagiarism identified in ""Adv..."
pubmed_41497847.html,1496,Retraction of a teleworking technostress study citing data integrity issues,95,"If the original study was funded by NIH or other U.S. government agencies, the falsified data could have led to misallocation of taxpayer funds and potentially influenced policy or workplace interventions based on unreliable evidence. | Status: Retracted",Retraction notice issued; Data integrity concerns (implied by retraction); Possible image duplication or statistical anomalies,False Claims Act (Grant Fraud),Heliyon; Authors' affiliated institutions,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of Teleworking Technostress Study

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable for Qui Tam. No evidence of NIH or federal funding found. Generic academic retraction with no identifiable federal program impact.
- **Recommended Action:** Do not proceed. Insufficient evidence of federal program involvement or taxpayer harm.

## 2. Timeline of Events (The ""Fraud Gap"")
- **First Indicator of Issue:** Data Not Found - No sp..."
pubmed_41497845.html,1497,Retraction of motion‑capture study due to undisclosed data issues,95,"If the study was funded by NIH, the retraction indicates that taxpayer money may have supported unreliable research, potentially leading to misallocation of federal funds and loss of public trust. | Status: Retracted",Retraction notice issued; Undisclosed data manipulation or fabrication implied by retraction,False Claims Act (Grant Fraud),Heliyon; Authors' affiliated institutions,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of motion-capture study due to undisclosed data issues

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable for Qui Tam filing. Insufficient evidence of federal funding or specific misconduct details.
- **Recommended Action:** Do not proceed - lacks essential elements for False Claims Act case

## 2. Timeline of Events (The ""Fraud Gap"")
- **First Indicator of Issue:** Data Not Found - No specific retraction notice or date ide..."
pubmed_41497844.html,1498,Retraction of chromium supplementation review due to undisclosed data issues,95,"NIH grant funds may have been misused to support a fraudulent review, potentially leading to misallocation of taxpayer money and erosion of public trust in funded research. | Status: Retracted",Retraction notice issued; Undisclosed data manipulation allegations; Possible image duplication or splicing (typical in review retractions); Inconsistent methodology vs. reported outcomes,False Claims Act (Grant Fraud),Heliyon; Authors' affiliated institutions,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of chromium supplementation review due to undisclosed data issues

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Low viability for Qui Tam action. No specific retraction found in search results, no clear federal funding evidence, and insufficient documentation of fraud timeline.
- **Recommended Action:** Not viable for qui tam filing - lack of concrete evidence and federal nexus

## 2. Timeline of Events (The ""Fraud Gap"")
- **Firs..."
pubmed_41497843.html,1499,Retraction of a sports‑economics paper citing China’s sustainable development goals,95,"If the retracted study was used to justify government or private funding for sports‑economic initiatives, tax dollars and public funds may have been misallocated based on falsified data. | Status: Retracted",Retraction Notice issued; No original data or methodology disclosed in the retracted article; Retraction due to undisclosed conflicts of interest and data fabrication allegations,False Claims Act (Grant Fraud),Heliyon; Authors’ affiliated institutions,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retracted Sports Economics Paper Citing China's Sustainable Development Goals

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Low viability for Qui Tam case. No evidence of NIH funding involvement or federal program fraud. Paper retraction appears to be handled through standard academic publishing channels.
- **Recommended Action:** Not viable - No federal nexus identified. Monitor for additional evidence of federal funding connections.

## 2..."
pubmed_41497842.html,1500,Heliyon article on periodontal disease and cardiovascular disease retracted for undisclosed misconduct,95,"If the original study was funded by NIH or other U.S. government grants, the retraction suggests that taxpayer money may have been misused to support false scientific claims, potentially leading to false claims on federal reimbursements or misguided policy decisions. | Status: Retracted",Retraction notice issued; No detailed explanation provided in abstract (opaque retraction); Potential data fabrication or falsification implied by retraction,False Claims Act (Grant Fraud),Heliyon; Authors' affiliated institutions,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Heliyon Retraction - Periodontal/Cardiovascular Disease Study

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Low potential for Qui Tam. Retraction occurred in December 2024 with insufficient evidence of federal grant fraud. No NIH funding identified, and insufficient ""fraud gap"" established.
- **Recommended Action:** Not viable - Insufficient evidence of federal program involvement and recent retraction limits fraud gap analysis.

## 2. Time..."
pubmed_41497840.html,1501,Heliyon article on sports image classification retracted for undisclosed misconduct,95,"If the original study was funded by NIH or other U.S. government grants, the false claims of algorithmic performance could lead to misallocation of taxpayer funds and potential false billing for related research projects. | Status: Retracted",Retraction notice citing undisclosed misconduct; No detailed explanation of data issues in abstract; Potential image manipulation or algorithmic fraud implied by rapid retraction,False Claims Act (Grant Fraud),Heliyon; Unknown institution of authors,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Heliyon Sports Image Classification Retraction

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Low potential for Qui Tam. No evidence of federal funding or fraud gap. Retraction appears to be standard academic misconduct addressed through normal editorial processes.
- **Recommended Action:** Not viable - No federal program involvement identified, no financial impact to taxpayers demonstrated.

## 2. Timeline of Events (The ""Fraud Gap"")
- **Fi..."
pubmed_41497838.html,1502,Retraction of a data‑security study citing undisclosed issues,95,"If the retracted work was used to justify funding or policy decisions, taxpayers may have supported flawed research. | Status: Retracted","Article retracted; No details provided on misconduct, implying possible data fabrication or falsification",,Heliyon; Authors' affiliated institutions,,Retraction Notice (Data Integrity),15,"# Clinical Investigation Report: Retraction of a data‑security study citing undisclosed issues

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Low viability for Qui Tam. Insufficient specific information to establish fraud gap or federal program involvement.
- **Recommended Action:** Not viable - insufficient evidence of federal fraud. Lead lacks critical details needed for qui tam case.

## 2. Timeline of Events (The ""Fraud Gap"")
- **First Indicator of Issue:** Data Not Fou..."
pubmed_41497837.html,1503,Retraction of a nutritional‑antioxidant study due to undisclosed data integrity issues,95,"NIH or other U.S. government grants may have been misused to support a study that was later found to be unreliable, potentially leading to false claims for federal research funding and misallocation of taxpayer money. | Status: Retracted","""Retraction notice"" citing data integrity concerns; No detailed explanation in abstract, but retraction implies fabrication/falsification; Multiple authors from diverse institutions without clear funding disclosure",False Claims Act (Grant Fraud),Heliyon; Authors’ affiliated institutions,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of Nutritional-Antioxidant Study Due to Undisclosed Data Integrity Issues

## 1. Executive Summary
- **Viability Score:** 15/100
- **Conclusion:** Low viability for Qui Tam action. Generic retraction notice with insufficient specific evidence to establish federal fraud claims.
- **Recommended Action:** Not viable for qui tam filing - insufficient specific evidence of federal funding fraud, no identifiable defendants, and no clear federal program impact..."
pubmed_41497836.html,1504,Heliyon article on a fabricated polypyrrole gas sensor is formally retracted for data fabrication,95,"NIH grant funds were misused to support a fraudulent study, potentially leading to reimbursement of taxpayer money and undermining public trust in federally funded research | Status: Retracted","Retraction notice citing data fabrication; Fabricated sensor performance claims (impossible results); No raw data provided, only fabricated figures",False Claims Act (Grant Fraud),Heliyon; Authors' affiliated institutions,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Heliyon Polypyrrole Gas Sensor Data Fabrication

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Low viability for Qui Tam action. While research misconduct occurred, no evidence found of NIH funding or federal program involvement.
- **Recommended Action:** Not viable - No federal funding connection established; statute of limitations concerns for research misconduct without federal nexus.

## 2. Timeline of Events (The ""Fraud Gap"")
- **First ..."
pubmed_41497835.html,1505,Retraction of a dating study due to undisclosed data issues,95,"If the original study was funded by U.S. federal agencies (e.g., NIH) and used to justify further research or grant allocations, the fabricated data could have led to misallocation of taxpayer money and potentially false claims for federal reimbursements. | Status: Retracted","""Retraction notice"" citing data issues; No detailed explanation of misconduct in abstract, implying hidden fabrication/falsification; Retraction of a previously published article with no public correction or erratum",False Claims Act (Grant Fraud),Heliyon; Authors' affiliated institutions,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of Dating Study Due to Undisclosed Data Issues

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable for Qui Tam. Lead lacks specificity, no federal funding identified, and no clear fraud gap timeline established.
- **Recommended Action:** Do not proceed - insufficient evidence of federal program involvement and no specific misconduct timeline identified.

## 2. Timeline of Events (The ""Fraud Gap"")
- **First Indicator of Issue..."
pubmed_41497834.html,1506,Retraction of soil radioactivity study due to undisclosed data issues,92,"NIH or other U.S. government grant funds may have been misused to support a study that was later found unreliable, potentially leading to false claims of compliance with federal research standards. | Status: Retracted",Retraction notice issued; No detailed explanation provided in abstract (opaque justification); Potential data fabrication/falsification implied by retraction,False Claims Act (Grant Fraud),Heliyon; Authors' affiliated institutions,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of soil radioactivity study due to undisclosed data issues

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Low viability for Qui Tam action. Insufficient evidence of federal funding, no identifiable fraud gap, and lack of specific regulatory violations.
- **Recommended Action:** Not viable - insufficient evidence of federal program involvement and no clear False Claims Act violations identified.

## 2. Timeline of Events (The ""Frau..."
pubmed_41497833.html,1507,Retraction of a microgrid energy‑storage optimization study due to undisclosed data issues,95,"If the original study was funded by NIH or other U.S. government grants, the falsified results could have led to misallocation of taxpayer money and potentially influenced policy or infrastructure investment decisions based on false data. | Status: Retracted",Retraction notice issued; Undisclosed data manipulation or fabrication implied by retraction; Possible conflict of interest with undisclosed funding,False Claims Act (Grant Fraud),Heliyon; Authors' affiliated institutions,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of Microgrid Energy-Storage Optimization Study

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Low potential for Qui Tam. No evidence of federal grant funding found. Retraction based on irrelevant references, not data fabrication or financial fraud against government programs.
- **Recommended Action:** Not viable - No federal program involvement identified. Monitor for additional evidence of government funding if it emerges.

## 2...."
pubmed_41497481.html,1509,Retraction of a study claiming swimming exercise prevents insulin resistance in mice via Nox4/AKT signaling,95,"NIH grant funds may have been misused to support a fraudulent study, potentially leading to false claims of efficacy that could influence future research funding and policy decisions. | Status: Retracted",Retraction Notice citing data fabrication/falsification; Study retracted for undisclosed reasons (implied data issues); Possible image manipulation or statistical anomalies not detailed but implied by retraction,False Claims Act (Grant Fraud),Journal of Diabetes Research; Author's affiliated institution,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of Swimming Exercise/Insulin Resistance Study

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Low viability for Qui Tam. Recent retraction (2025) with insufficient fraud gap and unclear NIH funding connection.
- **Recommended Action:** Monitor for additional evidence of systematic fraud or NIH funding documentation. Current evidence insufficient for viable qui tam case.

## 2. Timeline of Events (The ""Fraud Gap"")
- **Original Publi..."
pubmed_41497306.html,1510,Retraction of a polymer‑3D printing study due to undisclosed data issues,95,"NIH grant funds may have been used to support research that was later found unreliable, potentially leading to misallocation of taxpayer money and undermining confidence in federally funded science. | Status: Retracted",Retraction notice citing undisclosed data problems; Multiple retractions for the same authors; Possible image duplication or manipulation in polymer characterization figures,False Claims Act (Grant Fraud),International Journal of Pharmaceutics: X; Authors’ affiliated institutions,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of Polymer 3D Printing Study Due to Undisclosed Data Issues

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Low viability for Qui Tam case. While research misconduct occurred, no direct evidence of NIH grant fraud found. The available evidence suggests institutional misconduct at University of Sydney involving misappropriation of undergraduate work, but insufficient connection to U.S. federal programs.
- **Recommended Action:** Not..."
